Index,Reference.Paper,Year,Country,Type,Depth,Surface.Area,Flow,Hydraulic.Residence.Time..tau.,L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR
797,2776,302,NA,CWSF,0.3,14650,345334.31099999999,4.6452812503765397,16.870203984,11.766259524000002,7.7565360475483736E-2,9.3380351198845524E-2,8.8743839999999991E-3,1.0048044000000003E-2,-2.6738760798429951E-2,NA,3.5497535999999998,3.2153740800000001,2.1297846521336167E-2,2.2387012918873156E-2,NA,NA,NA,NA
798,3866,431,NA,CWUF,0.63500000000000001,2100,38682.700000000004,4.4560000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,3554,311,NA,CWSF,0.20250000000000001,909,0,4.4083333333333297,NA,NA,NA,NA,NA,NA,NA,NA,4.9808219178082189E-2,3.3122465753424653E-2,9.2544779960593584E-2,0.1142743437042513,1.5689589041095853E-2,1.0417887123287655E-2,9.2886154141180219E-2,0.11478807479445172
800,2796,302,NA,CWSF,0.3,14650,364542.58199999999,4.4005147250534398,16.870203984,10.556624952000005,0.10653193931255543,0.13590863483808865,8.8743839999999991E-3,1.1100551999999994E-2,-5.0863575352976517E-2,NA,3.5497535999999998,3.7741876799999989,-1.3931775404096493E-2,-1.3513312913765285E-2,NA,NA,NA,NA
801,3810,414,NA,CWUF,0.61,3200,62009.85,4.3339999999999996,2.08928,1.7283200000000001,4.3763191184527532E-2,4.8188789322457903E-2,6.4000000000000001E-2,1.9199999999999998E-3,0.80908119458236782,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,3552,311,NA,CWSF,0.266666666666667,909,0,4.3333333333333304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,3591,311,NA,CWSF,0.17,1324,0,4.3,NA,NA,NA,NA,2.0154222222222195E-2,4.3692000000000002E-3,0.35554276279522551,NA,0.11636488888888889,3.4129777777777773E-2,0.2852466502561265,0.56034482758620707,6.5611555555555616E-3,7.1937333333333296E-3,-2.1405473826699186E-2,-2.0449897750510926E-2
804,3812,414,NA,CWUF,0.61,3200,68805.237500000003,4.0920000000000005,3.9513599999999998,1.2269600000000001,0.28580651468503432,0.54263130115959124,0.44231999999999999,3.8399999999999997E-2,0.59725712180742818,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,2799,302,NA,CWSF,0.3,14650,397224.28050000005,4.0384615914736397,22.903785600000003,10.827865349999996,0.18551105505161941,0.27616041902261312,0.36163872000000058,0.14566634999999997,0.22516667531002474,NA,5.4245807999999993,3.5931032999999997,0.10200031798128041,0.12621644034909699,NA,NA,NA,NA
806,2779,302,NA,CWSF,0.3,14650,398260.69799999997,4.0279520626963796,22.903785600000003,11.145151079999998,0.17882479064532053,0.26193084174170278,0.36163872000000058,9.7678800000000066E-3,0.89662096134608327,NA,5.4245807999999993,3.1257215999999999,0.13686246694062454,0.18259033494721794,NA,NA,NA,NA
807,3806,414,NA,CWUF,0.61,3200,68079.8,3.964,2.3014399999999999,1.6147200000000002,8.9397943226653148E-2,0.1072874259136829,7.0400000000000004E-2,2.2400000000000002E-3,0.86975716379844803,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,2681,206,NA,CWSF,0.63,19430,1143208.1325287593,3.9082371554836701,10.523778973415437,8.5897213793427909,5.1959759024074688E-2,5.7611530985018478E-2,8.2451929010464582,6.6400033998930725,5.5400393509455692E-2,NA,0.18635858598756488,7.5169849810110184E-2,0.23230997661688144,0.37847413240807043,9.7877408606914323E-2,3.1320770754212669E-2,0.29154686316556178,0.54372340148764819
809,3805,414,NA,CWUF,0.61,3200,69477.75,3.8839999999999999,3.7248000000000001,1.3868799999999999,0.25436574129483125,0.43402179590211204,0.45632,1.2159999999999999E-2,0.93332709609883002,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,4291,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.30225330000000006,0.1213578,0.23804926971064191,0.38885123522989556,1.1790000000000001E-4,4.2569999999999999E-4,-0.33492993007585603,NA,1.8240300000000001E-2,1.7692200000000002E-2,7.9590175807143868E-3,8.0816749016884293E-3,5.2685099999999999E-2,5.06601E-2,1.0224538593293248E-2,1.0427552838727483E-2
811,4309,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.30225330000000006,0.11316239999999998,0.25628907454780225,0.4359050432790858,1.1790000000000001E-4,2.241E-4,-0.16754493215571031,NA,1.8240300000000001E-2,1.7346599999999997E-2,1.3105280897760193E-2,1.3440047642465036E-2,5.2685099999999999E-2,5.006519999999999E-2,1.3306050564680073E-2,1.3651242258356011E-2
812,4317,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.30225330000000006,0.11159370000000002,0.25993064629789275,0.4456997747769072,1.1790000000000001E-4,5.0940000000000002E-4,-0.38175567521792131,NA,1.8240300000000001E-2,1.4629499999999998E-2,5.7546102725558504E-2,6.4386877616251892E-2,5.2685099999999999E-2,4.2660000000000003E-2,5.5061992194767068E-2,6.1304347826086902E-2
813,4335,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.30225330000000006,0.14386050000000006,0.19367512891695504,0.28722172430629117,1.1790000000000001E-4,2.4030000000000004E-4,-0.18575252222585165,NA,1.8240300000000001E-2,1.7326800000000003E-2,1.3403216372951235E-2,1.3753511775174088E-2,5.2685099999999999E-2,4.9774500000000013E-2,1.4825185676544429E-2,1.5254537092722897E-2
814,4425,530,NA,CWSF,0.3,23,657,3.833333333333333,0.60450660000000012,0.19388160000000002,0.29665171947102503,0.55249990312330488,2.3580000000000001E-4,4.4459999999999991E-4,-0.16544113393743273,NA,3.6480600000000002E-2,2.9673000000000008E-2,5.3880801133951738E-2,5.984887447086279E-2,0.1053702,8.4851999999999997E-2,5.6496861201648603E-2,6.3081293464426036E-2
815,4443,530,NA,CWSF,0.3,23,657,3.833333333333333,0.60450660000000012,0.214083,0.27079533856038218,0.47574835359467443,2.3580000000000001E-4,5.8319999999999997E-4,-0.23622944154552464,NA,3.6480600000000002E-2,3.0299399999999997E-2,4.8431139678321321E-2,5.3218445134944614E-2,0.1053702,8.539200000000001E-2,5.4841941936913371E-2,6.1032700344599955E-2
816,4461,530,NA,CWSF,0.3,23,657,3.833333333333333,0.60450660000000012,0.24902999999999997,0.23134936094982667,0.37237692682390305,2.3580000000000001E-4,1.3787999999999999E-3,-0.46069169909724511,NA,3.6480600000000002E-2,2.9190600000000001E-2,5.8156662469549272E-2,6.5149025043499731E-2,0.1053702,8.5080600000000006E-2,5.57949968321068E-2,6.2210881569180032E-2
817,4290,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.44767938461538459,0.36882346153846157,5.054588121487863E-2,5.5774950655485267E-2,1.7937692307692305E-3,3.8007692307692308E-3,-0.19588287494125214,NA,1.3209230769230772E-2,1.0606846153846156E-2,5.7239016439962709E-2,6.4004222678165468E-2,3.7559076923076931E-2,3.0811846153846151E-2,5.1656307797359372E-2,5.7125663564658702E-2
818,4308,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.44767938461538459,0.35974246153846157,5.7049285054654467E-2,6.3768026692004653E-2,1.7937692307692305E-3,4.0153846153846151E-3,-0.21021235199280019,NA,1.3209230769230772E-2,1.060892307692308E-2,5.7187940656105538E-2,6.3940621701678524E-2,3.7559076923076931E-2,3.0874153846153843E-2,5.112931022482007E-2,5.6483911600572589E-2
819,4334,530,NA,CWSF,0.15,23,328.5,3.833333333333333,0.44767938461538459,0.36840946153846155,5.0838868703559456E-2,5.613077981639758E-2,1.7937692307692305E-3,4.8122307692307692E-3,-0.25743694761870678,NA,1.3209230769230772E-2,1.053069230769231E-2,5.9118734527965525E-2,6.6353582790486254E-2,3.7559076923076931E-2,3.0548076923076917E-2,5.3899132916610769E-2,5.9871412735558682E-2
820,4424,530,NA,CWSF,0.3,23,657,3.833333333333333,0.89535876923076918,0.71755338461538465,5.7750560586986771E-2,6.4641898947753795E-2,3.587538461538461E-3,9.6549230769230766E-3,-0.25826129912840889,NA,2.6418461538461543E-2,2.1014307692307686E-2,5.9702489228408401E-2,6.7086638534854082E-2,7.5118153846153862E-2,6.1007538461538467E-2,5.427777930277395E-2,6.0337299179102521E-2
821,4442,530,NA,CWSF,0.3,23,657,3.833333333333333,0.89535876923076918,0.7435703076923077,4.8459436398665685E-2,5.3252516348380796E-2,3.587538461538461E-3,2.5643076923076921E-3,8.7594199658083086E-2,NA,2.6418461538461543E-2,2.077061538461538E-2,6.2745339253927168E-2,7.0934401474684439E-2,7.5118153846153862E-2,5.9365384615384605E-2,6.1395900682008189E-2,6.9222461655469802E-2
822,4460,530,NA,CWSF,0.3,23,657,3.833333333333333,0.89535876923076918,0.73975984615384616,4.9799712032915396E-2,5.4870541598617151E-2,3.587538461538461E-3,6.4606153846153841E-3,-0.15345867965719961,NA,2.6418461538461543E-2,2.1478153846153845E-2,5.4006977759945236E-2,6.0004036145929196E-2,7.5118153846153862E-2,6.2375538461538461E-2,4.8492801352372085E-2,5.3292694814438824E-2
823,2768,302,NA,CWSF,0.3,14650,451947.12449999998,3.5494749563341901,14.232028320000001,7.1949749759999948,0.19217266955603762,0.2755481116138887,0.95395841999999997,0.18996633600000049,0.45465124502367671,NA,4.3830521999999998,4.7491584000000007,-2.2601115199108776E-2,-2.1718324233170272E-2,2.9650059000000013,3.7993267199999949,-6.9853951023035862E-2,-6.1867465243842984E-2
824,3691,400,NA,CWUF,0.30499999999999999,2000,21425.5,3.5,2.198,0.57799999999999996,0.38163693322605402,0.8007909045971332,1.272,0.34599999999999997,0.37197341966924091,NA,0.34599999999999997,3.4000000000000002E-2,0.66287950012616081,2.6218487394957948,0.248,3.2000000000000001E-2,0.58505509810435874,1.9285714285714288
825,3693,400,NA,CWUF,0.30499999999999999,2000,21425.5,3.5,2.9493333333333336,0.55866666666666664,0.4753661264914536,1.2226389362427552,1.6073333333333335,0.42599999999999999,0.37939783537246752,NA,0.34599999999999997,3.0666666666666668E-2,0.69236071047908376,2.9378881987577627,0.2576,1.5266666666666666E-2,0.80735319765090541,4.5352464129756633
826,2788,302,NA,CWSF,0.3,14650,475715.63250000001,3.3721300928659299,14.232028320000001,7.8392916000000001,0.17684562892995517,0.24182749575480428,0.95395841999999997,0.72464039999999985,8.153438515568058E-2,NA,4.3830521999999998,4.4795952000000003,-6.4610064217275366E-3,-6.3911306931858647E-3,2.9650059000000013,3.6890784000000045,-6.4795142065608755E-2,-5.8204940241514014E-2
827,3838,425,NA,CWUF,0.45700000000000002,3600,69076.25,3.3439999999999999,2.9386799999999997,1.51596,0.19794007155784338,0.28065024502925234,3.7440000000000001E-2,1.8720000000000001E-2,0.20728085543060565,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,3842,425,NA,CWUF,0.45700000000000002,3600,69076.25,3.3439999999999999,2.9376000000000002,1.4223600000000001,0.21688859376398384,0.3185705514562967,3.7440000000000001E-2,1.8720000000000001E-2,0.20728085543060565,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,3910,453,NA,CWUF,0.81299999999999994,19000,0,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,3895,437,NA,CWUF,0.40875,2700,87052.5,3.24,2.6360999999999999,1.4543999999999999,0.18355157646502862,0.25077160493827161,0.1026,2.2950000000000002E-2,0.4621975297006527,NA,0.98550000000000004,0.78097499999999997,7.1791971453304182E-2,8.0828451614968488E-2,NA,NA,NA,NA
831,3571,311,NA,CWSF,0.18,1324,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,3862,431,NA,CWUF,0.63500000000000001,2100,53881.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,3894,437,NA,CWUF,0.50800000000000001,2700,116252.5,3.1775000000000002,3.6989999999999998,2.3220000000000001,0.1465408747677788,0.1866320238596233,0.15524999999999997,0.12285,7.3665655970542851E-2,NA,1.3182750000000001,1.10565,5.5355048454339667E-2,6.0521697028384724E-2,NA,NA,NA,NA
834,3768,408,NA,CWUF,0.70099999999999996,3900,121545,3.1,9.3015000000000008,5.5068000000000001,0.16909418879653365,0.2222882207804075,3.5996999999999999,2.4180000000000001,0.12835798595603709,NA,1.8369,1.5794999999999999,4.8700331261251194E-2,5.2568697729988068E-2,NA,NA,NA,NA
835,3804,414,NA,CWUF,0.61,3200,88253.349999999991,3.0579999999999998,6.024,1.2470399999999999,0.51503556158580288,1.2526615281362978,1.0911999999999999,0.13824,0.67561869916071038,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,3836,425,NA,CWUF,0.45700000000000002,3600,75985.7,3.0379999999999998,2.3266800000000001,1.74996,9.3762155436945396E-2,0.10847986127579096,6.1919999999999996E-2,0.10296,-0.16737897761895973,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,3840,425,NA,CWUF,0.45700000000000002,3600,75985.7,3.0379999999999998,2.3270400000000002,1.1120399999999999,0.24305493985594132,0.35964009137735453,6.1919999999999996E-2,8.2439999999999999E-2,-9.4215775754044356E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,4063,523,NA,CWSF,0.1,28.2,346.75,2.9684210526315793,NA,NA,NA,NA,NA,NA,NA,NA,1.6055E-2,7.6949999999999987E-3,0.24775783058088754,0.36599247001138269,NA,NA,NA,NA
839,4064,523,NA,CWSF,0.1,28.2,346.75,2.9684210526315793,NA,NA,NA,NA,NA,NA,NA,NA,7.6949999999999987E-3,5.5100000000000001E-3,0.11251980032614124,0.13359011983370012,NA,NA,NA,NA
840,4065,523,NA,CWSF,0.1,28.2,346.75,2.9684210526315793,NA,NA,NA,NA,NA,NA,NA,NA,5.5100000000000001E-3,2.66E-3,0.24532857282009027,0.36094224924012164,NA,NA,NA,NA
841,4066,523,NA,CWSF,0.1,28.2,346.75,2.9684210526315793,NA,NA,NA,NA,NA,NA,NA,NA,1.2825E-2,7.3149999999999995E-3,0.18914747828209516,0.25375333885972173,NA,NA,NA,NA
842,4067,523,NA,CWSF,0.1,28.2,346.75,2.9684210526315793,NA,NA,NA,NA,NA,NA,NA,NA,7.3149999999999995E-3,9.689999999999999E-3,-9.4719511297538181E-2,-8.2568488388263084E-2,NA,NA,NA,NA
843,4068,523,NA,CWSF,0.1,28.2,346.75,2.9684210526315793,NA,NA,NA,NA,NA,NA,NA,NA,9.689999999999999E-3,2.2799999999999999E-3,0.48743724602464855,1.0948581560283683,NA,NA,NA,NA
844,1217,6,NA,CWSF,NA,121000,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,2.6619999999999999,0,NA,NA,1.21,0,NA,NA
845,3874,433,NA,CWUF,0.50900000000000001,24800,1843928.9,2.5830000000000002,30.885920000000002,58.384160000000008,-0.24651343536199327,-0.18234147170288287,4.1118399999999999,0.28767999999999999,1.029724020359611,NA,17.377359999999999,19.90448,-5.2565475205701997E-2,-4.9153067088678781E-2,NA,NA,NA,NA
846,2644,205,NA,CWSF,NA,930,13244.025,2.5629248576152901,0.4245540000000001,3.065660000000002E-2,1.0254655826956705,5.0132949163279461,1.4696099999999972E-2,1.1065400000000026E-2,0.1107168744128376,NA,9.4708199999999992E-2,9.4327999999999999E-3,0.89999033781210258,3.5273395311836384,NA,NA,NA,NA
847,3889,437,NA,CWUF,0.41100000000000003,2700,84274.849999999991,2.5,3.7052099999999997,1.9097100000000002,0.26511541569345731,0.37607804326311312,6.2910000000000008E-2,4.5900000000000003E-3,1.0471300438037938,NA,0.93366000000000005,0.75870000000000004,8.3002361566177754E-2,9.2241992882562296E-2,NA,NA,NA,NA
848,2791,302,NA,CWSF,0.3,14650,660267.04200000002,2.4295851495795202,10.878559890000002,7.1292045839999947,0.17393677292271645,0.21646286190597896,1.0563507899999993,0.59998256399999939,0.23282781503177954,NA,2.5945457999999997,2.11758552,8.3608898603238488E-2,9.2706274889132856E-2,1.6679222999999976,2.1175855200000031,-9.8246325674662904E-2,-8.7400573651233826E-2
849,2659,206,NA,CWSF,0.66,23889.999999999996,2387334.8755850093,2.4106802354612,21.976562142371581,19.409359570680877,5.1529491405010161E-2,5.4866761426518973E-2,17.218243999938451,13.849812600140439,9.0305555369632487E-2,NA,0.38916828793783037,0.17005673086358972,0.3434216460366491,0.53448048376894608,0.20439510921104542,1.9621930484260364E-2,0.97209370742858858,3.9062280132168241
850,2771,302,NA,CWSF,0.3,14650,673947.75300000003,2.3802661153764499,10.878559890000002,6.5674341179999942,0.21202278827018894,0.27578424620435543,1.0563507899999993,0.4966966980000001,0.31702170505821153,NA,2.5945457999999997,2.0235791400000003,0.10441844118605509,0.11854003238071303,1.6679222999999976,1.8396174000000036,-4.1163000416710199E-2,-3.9210725517618672E-2
851,2649,205,NA,CWSF,NA,930,14348.150000000001,2.3437530166845848,0.47064910000000015,5.4583950000000041E-2,0.91919793037602116,3.2522545945499313,3.4596950000000008E-2,2.3687250000000021E-2,0.16163332761394655,NA,0.1057915,1.1179800000000002E-2,0.95887304739638224,3.6107628677402919,NA,NA,NA,NA
852,3772,408,NA,CWUF,0.70099999999999996,3900,169542.5,2.2999999999999998,15.50835,8.3352749999999993,0.2699487302134117,0.37416021197495763,9.9479249999999997,3.9721500000000001,0.39915498995154525,NA,2.7027000000000001,1.9558500000000001,0.14062017034257088,0.16602366812605662,NA,NA,NA,NA
853,3769,408,NA,CWUF,0.70099999999999996,3900,172645,2.2000000000000002,11.399699999999999,3.5217000000000001,0.5339287325883002,1.0168126447196211,8.3694000000000006,1.9890000000000001,0.65315918066921475,NA,1.9695,1.4898,0.12688082757672028,0.1463588767253689,NA,NA,NA,NA
854,3867,431,NA,CWUF,0.63500000000000001,2100,80128.45,2.1509999999999998,NA,NA,NA,NA,0,6.5939999999999999E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,2645,205,NA,CWSF,NA,930,15452.275,2.1245811757538799,0.51674420000000021,7.8511300000000048E-2,0.88690676192255058,2.6272383870299891,5.4497800000000041E-2,3.6309100000000004E-2,0.19113975966532837,NA,0.1168748,1.2926800000000002E-2,1.0363457164247003,3.7848770740301956,NA,NA,NA,NA
856,3770,408,NA,CWUF,0.70099999999999996,3900,174835,2.1,19.2621,7.9755000000000003,0.41988813907796319,0.67388520200256152,15.756,6.24,0.44106717272729667,NA,3.2214,1.8797999999999999,0.25650031403351314,0.33985378383718634,NA,NA,NA,NA
857,2718,209,NA,CWSF,0.16,100000,2166366.25,2.0218187944905401,NA,NA,NA,NA,NA,NA,NA,NA,16.740000000000002,0,NA,NA,14.01,0.27395666666666696,1.9460481359770725,24.799193057955208
858,3856,427,NA,CWUF,0.38100000000000001,4500,725302.45000000007,2,NA,NA,NA,NA,0.72224999999999995,1.5160500000000001,-0.37074610392121837,NA,6.2541000000000002,4.9558499999999999,0.1163342758546643,0.1309815672387179,NA,NA,NA,NA
859,3888,437,NA,CWUF,0.41100000000000003,2700,118603.1,1.917,NA,NA,NA,NA,0.33804000000000001,7.4790000000000009E-2,0.78689621568737877,NA,1.23471,0.81242999999999987,0.21834201722900892,0.27113928601952808,NA,NA,NA,NA
860,3551,311,NA,CWSF,0.15,909,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,3611,311,NA,CWSF,0.11,941,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,3864,431,NA,CWUF,0.63500000000000001,2100,93943.7,1.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,3771,408,NA,CWUF,0.70099999999999996,3900,209145,1.8,22.0701,16.3371,0.16710286455304943,0.19495504098034533,12.066599999999999,5.2416,0.46323028336106481,NA,3.7829999999999999,2.8742999999999999,0.15261565517116213,0.17563696668174289,NA,NA,NA,NA
864,3759,406,NA,CWUF,0.61,8900,421210,1.8,NA,NA,NA,NA,274.08440000000002,267.22250000000003,1.4085801916531016E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,2775,302,NA,CWSF,0.3,14650,894497.397,1.7933814065643401,46.10840675999993,14.817215195999985,0.63299730594515946,1.1775594721538989,3.0515159999999941E-2,1.8498396000000011E-2,0.27910381018273811,NA,9.4596996000000004,4.6245989999999999,0.39905117822702196,0.5829868661230313,NA,NA,NA,NA
866,2795,302,NA,CWSF,0.3,14650,895464.72,1.7914441118350299,46.10840675999993,13.746587400000005,0.67554699607064927,1.3141192217990061,3.0515159999999941E-2,1.8551400000000075E-2,0.27780847201097619,NA,9.4596996000000004,5.0088780000000002,0.35492521685841188,0.4960168948944752,NA,NA,NA,NA
867,2648,205,NA,CWSF,NA,930,20498.399999999998,1.7549377280161,0.42447659999999976,6.3033599999999967E-2,1.0867559187755045,3.2674277729467711,2.6231700000000028E-2,7.2225999999999957E-3,0.73492841574368017,NA,0.10492679999999999,1.90414E-2,0.97248317183355593,2.5701516879669843,NA,NA,NA,NA
868,2650,205,NA,CWSF,NA,930.00000000000011,20498.399999999998,1.7549377280161,0.50953090000000001,0.12125213333333347,0.81804519410269294,1.8247044972264699,0.10201216666666667,3.7535633333333325E-2,0.56970761254509439,NA,0.12903876666666669,2.9218699999999997E-2,0.84635707412419026,1.9466830864878921,NA,NA,NA,NA
869,3688,316,NA,CWSF,NA,2400,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,3850,426,NA,CWUF,0.45700000000000002,3600,179598.25,1.623,4.6594799999999994,1.8482400000000001,0.56972890881783878,0.93717574187378938,0.23075999999999999,0.11556000000000001,0.4261172728223378,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,3846,426,NA,CWUF,0.45700000000000002,3600,179598.25,1.623,4.6594799999999994,1.69452,0.62323126250233885,1.0780865299266531,0.23112000000000002,0.15407999999999999,0.2498244658707113,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,3886,437,NA,CWUF,0.50800000000000001,2700,129863.35,1.609,3.9023099999999999,3.0150899999999998,0.16031013362526403,0.18288369971387008,9.9899999999999989E-3,1.404E-2,-0.21151386323008264,NA,1.6912799999999999,1.4850000000000001,8.0839568955920954E-2,8.6332561161647448E-2,NA,NA,NA,NA
873,3760,406,NA,CWUF,0.61,8900,461360,1.6,NA,NA,NA,NA,369.18090000000001,314.58830000000006,0.10001372997670008,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,3765,406,NA,CWUF,0.61,8900,485632.5,1.55,NA,NA,NA,NA,307.14344999999997,283.50282499999997,5.1672783517612814E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,3868,432,NA,CWUF,0.36599999999999999,5000,41610,1.5289999999999999,NA,NA,NA,NA,NA,NA,NA,NA,0.79800000000000004,0.56999999999999995,0.2200603248013166,0.26160889470241999,NA,NA,NA,NA
876,3761,406,NA,CWUF,0.61,8900,498590,1.5,NA,NA,NA,NA,286.71350000000001,270.09719999999999,3.9801043409851487E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,3757,406,NA,CWUF,0.61,8900,504430,1.5,NA,NA,NA,NA,293.92250000000001,264.4101,7.0543213467409188E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,3863,431,NA,CWUF,0.63500000000000001,2100,118811.15,1.4510000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,3885,437,NA,CWUF,0.50800000000000001,2700,146441.65,1.427,6.3674099999999996,3.1373999999999995,0.49600445834335244,0.72145625248013778,0.108,8.0999999999999996E-3,1.8151837179017705,NA,1.6048799999999999,1.4042699999999999,9.3574907235124544E-2,0.10011012113324658,NA,NA,NA,NA
880,3767,407,NA,CWUF,0.45700000000000002,900,27740,1.4,NA,NA,NA,NA,0.1215,1.8E-3,3.008662569913203,NA,0.24929999999999999,0.15840000000000001,0.32395250796370478,0.40990259740259705,NA,NA,NA,NA
881,3896,440,NA,CWUF,0.61,2700,169235.90000000002,1.383,3.0696300000000001,2.3749199999999999,0.18553382534667737,0.21151072087259803,9.4500000000000018E-3,9.4500000000000018E-3,0,NA,1.2201300000000002,1.1256299999999999,5.8289610651108388E-2,6.0703533136411303E-2,NA,NA,NA,NA
882,3766,406,NA,CWUF,0.61,8900,553522.5,1.35,NA,NA,NA,NA,315.34035,305.0564,2.4559891982861445E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,3758,406,NA,CWUF,0.61,8900,555530,1.3,NA,NA,NA,NA,291.38600000000002,287.79039999999998,9.5510856013257747E-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,3884,437,NA,CWUF,0.50800000000000001,2700,169925.75,1.25,NA,NA,NA,NA,0.49194000000000004,0.46710000000000002,4.1450712262463246E-2,NA,1.79793,1.3740300000000001,0.21511038041743163,0.24680683827864014,NA,NA,NA,NA
885,3762,406,NA,CWUF,0.61,8900,608455,1.2,NA,NA,NA,NA,343.96719999999999,340.01560000000001,9.6290042330120056E-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,3869,432,NA,CWUF,0.61,1100,41610,1.1950000000000001,NA,NA,NA,NA,NA,NA,NA,NA,0.79793999999999998,0.68409000000000009,0.12882336296147143,0.1392681760107537,NA,NA,NA,NA
887,3890,437,NA,CWUF,0.41100000000000003,2700,124337.24999999999,1.042,3.6263699999999996,1.7328600000000003,0.7086937862181123,1.0486641158593657,9.1800000000000007E-3,7.0200000000000002E-3,0.25745104279719716,NA,1.5708599999999999,1.3778099999999998,0.12584257004911278,0.1344660831402853,NA,NA,NA,NA
888,3905,440,NA,CWUF,0.59299999999999997,2700,279833.33333333331,0.8933333333333332,6.5214000000000008,5.378400000000001,0.21570687833101054,0.23789186597134804,0.22590000000000005,0.12509999999999999,0.66154366343405857,NA,1.5399,1.3769999999999998,0.12516073825266316,0.13242610477026662,NA,NA,NA,NA
889,3897,440,NA,CWUF,0.54899999999999993,2700,283225.40000000002,0.74399999999999999,9.2699099999999994,9.2439900000000002,3.7635217258041817E-3,3.7687956907590525E-3,6.0749999999999998E-2,1.593E-2,1.7991437611541679,NA,2.0819700000000001,1.9523700000000002,8.6385136637108645E-2,8.9221586270582298E-2,NA,NA,NA,NA
890,3898,440,NA,CWUF,0.62,2700,386827,0.55800000000000005,7.2252000000000001,4.5133200000000002,0.8432650370508219,1.0768126346015789,0.60533999999999999,0.34910999999999998,0.98638570763485245,NA,1.3186800000000001,1.0527299999999999,0.40366388216487115,0.45273992688135301,NA,NA,NA,NA
891,2717,209,NA,CWSF,0.15,20000,2436015.4946236564,0.33712839750507301,NA,NA,NA,NA,NA,NA,NA,NA,22.066666666666666,NA,NA,NA,18.986666666666661,0.422816848691418,11.285175565475441,NA
892,Powers et al,2015,NA,Reservoir,3.1,2200000,2200000000,1.8,1.4465753424657535,1.3453150684931507,4.0317051574908537E-2,4.1816009557945066E-2,NA,NA,NA,NA,5.0630136986301373E-2,NA,NA,NA,NA,NA,NA,NA
893,Powers et al,2015,NA,Reservoir,NA,4099999.9999999995,901999999.99999988,NA,7.0767123287671216,NA,NA,NA,NA,NA,NA,NA,0.21342465753424655,0.1677517808219178,NA,NA,NA,NA,NA,NA
894,Powers et al,2015,NA,Reservoir,5,7400000,1184000000,10.8,1.8854794520547946,1.4480482191780824,2.4441254243931929E-2,2.7970679012345678E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
